fecha,hora,latitud,longitud,profundidad,magnitud,intensidad,referencia,reporte_acelerometrico_pdf
,,-11.35,-78.47,33,4.2,"II Huacho, Barranca, Puerto Supe","98 km al Oeste-SO de Huacho, Huaura - Lima",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190335_20190704_064129.pdf
,,-3.24,-77.68,119,4.5,,"147 km al Oeste-SO de Pastaza, Alto Amazonas - Loreto",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190336_20190704_071228.pdf
,,-4.31,-80.57,50,5,"II-III Mancora, Talara","57 km al Este-SE de Mancora, Talara - Piura",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190337_20190704_182057.pdf
,,-18.01,-70.07,84,3.9,II Tacna,"19 km al Este de Tacna, Tacna - Tacna",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190338_20190706_003220.pdf
,,-4.86,-80.85,32,4.2,II Sullana,"18 km al Oeste de Sullana, Sullana - Piura",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190339_20190706_122506.pdf
,,-15.81,-73.38,43,4.1,II Caravelí,"05 km al Sur-SO de Caravelí, Caravelí - Arequipa",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190340_20190708_080549.pdf
,,-4.3,-78.01,27,4,II Sta. María de Nieva,"35 km al Norte-NO de Sta. María de Nieva, Condorcanqui - Amazonas",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190341_20190708_141554.pdf
,,-9.02,-79.28,41,4,II Chimbote,"76 km al Oeste de Chimbote, Santa - Ancash",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190342_20190711_063957.pdf
,,-9.95,-75.68,12,3.7,II Pozuzo,"24 km al NO de Pozuzo, Oxapampa - Pasco",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190343_20190712_071610.pdf
,,-15.09,-73.44,117,4.5,,"18 km al Oeste-NO de Colta, Paucar del Sara Sara - Ayacucho",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190344_20190713_143937.pdf
,,-3.39,-80.04,84,4,II Zarumilla,"28 km al Este-NE de Zarumilla, Zarumilla - Tumbes",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190345_20190713_150526.pdf
,,-15.9,-74.59,44,4.2,II Chala,"38 km al Oeste de Chala, Caraveli - Arequipa",
,,-15.8,-71.88,11,3.7,"II Pinchollo, Cabanaconde","19 km al Sur-Oeste Pinchollo, Caylloma - Arequipa",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190347_20190715_234715.pdf
,,-14.37,-75.55,86,4.2,II Ica,"38 km al Sur-SE de Ica, Ica - Ica",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190348_20190719_032552.pdf
,,-11.29,-75.18,14,4.3,II La Merced,"30 km al Sur-SE de La Merced, Chanchamayo - Junín",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190349_20190722_104919.pdf
,,-7.75,-75.96,125,4.4,,"78 km al NE de Tocache Nuevo, Tocache - San Martín",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190350_20190723_065305.pdf
,,-15.89,-74.69,37,4.9,III-IV Yauca,"32 km al SO de Yauca,  Caravelí - Arequipa",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190351_20190723_114120.pdf
,,-2.53,-76.49,152,4.9,,"43 km al Norte-NO de Pastaza, Alto Amazonas - Loreto",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190352_20190723_114454.pdf
,,-11.72,-77.68,25,4,II Ancon,"56 km al Oeste de Ancon, Lima - Lima",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190353_20190725_045726.pdf
,,-11.41,-78.24,31,4.3,II Huacho,"77 km al Oeste SO de huacho, Lima",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190354_20190729_071844.pdf
,,-15.66,-74.93,33,4,II Lomas,"13 km al Sur-Oeste de Lomas, Caraveli - Arequipa",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190355_20190729_184650.pdf
,,-14.24,-75.68,69,4.1,II Ica,"20 Km al S de Ica, Ica - Ica",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190356_20190802_000954.pdf
,,-4.21,-80.83,32,4.2,II Mancora,"26 km al Este-SE de Mancora, Talara - Piura",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190357_20190803_072506.pdf
,,-8.93,-79.4,43,4.2,"II Chimbote, Trujillo, Salaverry","90 km al Oeste  de Chimbote, Santa - Ancash",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190358_20190804_085402.pdf
,,-11.72,-76.6,100,4.5,"II Matucana, Lima","26 km al Oeste-NO de Matucana, Huarochiri - Lima",
,,-3.88,-77.35,109,4.7,,"96 km al NE de Sta. Maria de Nieva, Condorcanqui-Amazonas",
,,-8.9,-79.42,28,4.2,"II Salaverry, Trujillo, Chimbote","92 km al Sur-SO de Salaverry, Trujillo - La Libertad",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190361_20190807_074001.pdf
,,-15.72,-71.92,8,3.6,II Cabanaconde,"13 km al Sur-SE de Cabanaconde, Caylloma - Arequipa",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190362_20190807_112755.pdf
,,-14.93,-76.11,20,4.8,II - III Ica,"105 km al Sur SO de Ica, Ica - Ica",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190363_20190808_043921.pdf
,,-12.89,-77.22,26,3.6,II Chilca,"67 km al SO de Chilca, Cañete -Lima",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190364_20190809_000732.pdf
,,-16.02,-70.34,216,4.7,,"11 km al NO de San Antonio, Puno - Puno",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190365_20190809_222751.pdf
,,-5.74,-78.75,31,4.3,II Jaén,"8 km al SE de Jaén, Jaén - Cajamarca",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190366_20190810_133214.pdf
,,-8.83,-74.66,152,4.7,,"56 km al Sur-SO de Pucallpa, Coronel Portillo - Ucayali",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190366_20190810_163637.pdf
,,-15.69,-71.76,13,3.4,II Maca,"6 km al Sur de Maca, Caylloma - Arequipa",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190368_20190811_205422.pdf
,,-15.78,-71.74,9,3.5,II Maca,"16 km al Sur SE de Maca, Caylloma - Arequipa",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190369_20190813_094529.pdf
,,-10.16,-77.49,22,5.1,"V Cajacay, Recuay; IV Aija","6 km al Oeste-SO de Cajacay, Bolognesi - Ancash",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190270_20190813_155000.pdf
,,-15.82,-71.93,13,3.9,II-III Huambo,"22 km al Este - SE de Huambo, Caylloma - Arequipa",
,,-9.89,-75.47,13,4,"II-III Pozuzo, Codo de Pozuzo","27 km al Norte-NE de Pozuzo, Oxapampa - Pasco",
,,-10.11,-77.41,25,3.7,II Cajacay,"5 km al Nor-Este de Cajacay, Bolognesi - Ancash",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190373_20190814_215857.pdf
,,-8.26,-75.1,142,5.1,II Curimaná,"21 km al Norte NE de Curimaná, Padre Abad - Ucayali",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190374_20190815_160649.pdf
,,-15.81,-71.76,8,3.6,"II Maca, Pinchollo, Lari","19 km al Sur de Maca, Caylloma - Arequipa",
,,-5.59,-76.1,21,4.3,II-III  Yurimaguas,"33 km al Norte de Yurimaguas, Alto Amazonas - Loreto",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190376_20190817_093008.pdf
,,-2.4,-79.55,115,5.1,II Zarumilla,"147 km al Norte NE de Zarumilla, Zarumilla - Tumbes",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190377_20190818_092827.pdf
,,-12.4,-75.24,17,4.7,"III-IV Huasicancha; III Huancayo, Huancavelica, Chupaca","09 km al Sur-SE de Huasicancha, Huancayo - Junín",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190378_20190819_053740.pdf
,,-4.03,-80.63,46,3.9,II Zorritos,"41 km al Sur de Zorritos, Contralmirante Villar - Tumbes",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190379_20190820_214452.pdf
,,-15.47,-70.21,247,4.3,,"9 km al Oeste-NO de Juliaca, San Roman - Puno.",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190380_20190822_054000.pdf
,,-5.48,-78.87,23,3.8,II Jaen,"25 km al Norte-NO de Jaen, Jaen - Cajamarca",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190381_20190822_100507.pdf
,,-17.32,-70.25,128,4.4,,"11 km al Norte-Este de Curibaya, Candarave - Tacna",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190382_20190822_105905.pdf
,,-13.41,-72.03,8,3.6,II-III Calca,"12 km al Sur-Oeste de Calca, Calca - Cusco",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190383_20190822_114013.pdf
,,-11.69,-77.07,88,4,"II  Yangas, Ancon, Lima","24 km al Oeste de Yangas, Lima - Lima",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190384_20190822_125143.pdf
,,-10.73,-75.44,28,4.4,"II Villa Rica, Oxapampa","17 km al Oeste de Villa Rica, Oxapampa - Pasco",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190385_20190823_113222.pdf
,,-5.43,-77.29,11,4.6,II-III Nueva Cajamarca,"55 km al Norte de Nueva Cajamarca, Rioja - San Martin",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190386_20190823_211412.pdf
,,-9.51,-75.66,20,4,II-III Codo Del Pozuzo,"28 km al Nor-Oeste de Codo del Pozuzo, Puerto Inca - Huanuco",
,,-15.77,-71.82,11,3.9,"III Maca, Pinchollo","16 km al Sur-SO de Maca, Caylloma - Arequiupa",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190388_20190825_111142.pdf
,,-15.64,-71.79,9,3.4,"III Maca, Lari","3 km al Oeste de Maca, Caylloma -Arequipa",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190389_20190826_121105.pdf
,,-14.57,-76.25,19,3.9,II Ica,"79 km al Sur-Oeste de Ica, Ica - Ica",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190390_20190826_124847.pdf
,,-15.81,-71.73,10,3.4,II Maca,"19 km al Sur-SE de Maca, Caylloma - Arequipa",
,,-8.43,-74.99,130,4.8,,"19 km al Este de Curimana, Padre Abad - Ucayali",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190392_20190827_000829.pdf
,,-10.81,-73.93,115,4.9,II-III Atalaya,"21 km al Oeste-SO de Atalaya, Atalaya - Ucayali",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190393_20190827_022018.pdf
,,-15.83,-71.74,9,3.7,"II-III Maca, Ichupampa","22 km  al Sur de Maca, Caylloma-Arequipa",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190394_20190827_143256.pdf
,,-15.8,-71.72,9,3.5,II-III Maca,"19 km al Sur-SE de Maca, Caylloma - Arequipa",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190395_20190827_193047.pdf
,,-6.62,-79.63,72,3.8,II Chiclayo,"29 km al Nor-Este de Chiclayo, Chiclayo - Lambayeque",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190397_20190827_200528.pdf
,,-9.84,-76.56,142,4.6,"II – III Huánuco, Dos de Mayo","38 Km al Oeste – NO de Huánuco, Huánuco - Huánuco",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190397_20190829_042131.pdf
,,-17.8,-69.75,167,4.3,,"46 km al Sur Este de Calana, Tacna - Tacna",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190398_20190830_112530.pdf
,,-8.73,-79.53,35,4.3,II-III Salaverry,"86 Km al Sur-Oeste Salaverry, Trujillo – La Libertad",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190399_20190830_135955.pdf
,,-15.77,-71.71,12,3.6,II Maca,"16 Km al Sur-SE de Maca, Caylloma – Arequipa",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190400_20190830_195309.pdf
,,-15.62,-71.8,13,3.5,II Madrigal,"3 km al Sur-SE de Madrigal, Caylloma - Arequipa",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190401_20190831_033948.pdf
,,-4.11,-80.93,20,3.6,II Mancora,"12 km al Este de Mancora, Talara - Piura",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190402_20190831_080548.pdf
,,-15.58,-71.45,17,3.5,II Chivay,"17 km al Este-NE de Chivay, Caylloma - Arequipa",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190403_20190831_111723.pdf
,,-15.61,-71.79,9,3.2,II Madrigal,"2 km al Sur Este de Madrigal, Caylloma - Arequipa",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190404_20190831_170813.pdf
,,-15.79,-71.74,10,3.4,II Maca,"17 km al Sur de Maca, Caylloma - Arequipa",
,,-12.5,-76.93,45,4.2,"II-III Chilca, Lima","20 km al Oeste de Chilca, Cañete - Lima",
,,-15.79,-71.76,9,3.3,II Maca,"17 km al Sur de Maca, Caylloma - Arequipa",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190408_20190901_134403.pdf
,,-16.9,-71.78,19,3.7,II Mollendo,"28 km al Este - NE de Mollendo, Islay - Arequipa",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190407_20190901_114957.pdf
,,-18.57,-71.09,27,4.9,II Ilo,"106 km al Sur - SE de Ilo, Ilo - Moquegua",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190409_20190901_213213.pdf
,,-14.19,-72.77,89,4.8,"II-III Chuquibambilla, Grau, Abancay","12 km al Sur-SO de Chuquibambilla, Grau - Apurimac",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190410_20190902_163528.pdf
,,-15.81,-71.74,7,3.7,II-III Maca Pinchollo,"19 km al Sur-SE de Maca, Caylloma - Arequipa",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190411_20190902_214446.pdf
,,-15.79,-71.74,9,3.4,"II Maca, Lari","17 km al Sur-SE de Maca, Caylloma - Arequipa",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190412_20190902_234854.pdf
,,-8.9,-76.22,134,5,III-IV Aucayacu,"15km al Oeste-NO de Aucayacu, Leoncio Prado - Huánuco",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190413_20190903_101013.pdf
,,-15.62,-71.79,10,3.5,II Madrigal,"3 km al Sur-Este de Madrigal, Caylloma - Arequipa",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190414_20190903_151501.pdf
,,-3.6,-80.9,12,3.6,II Zorritos,"28 km al Oeste –NO de Zorritos, Contralmirante Villar - Tumbes.",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190416_20190904_052126.pdf
,,-18.64,-71.21,20,3.9,II Ilo,"112 km al Sur de Ilo, Ilo - Moquegua",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190416_20190904_144131.pdf
,,-12.55,-74.96,19,3.3,II Conayca,"07 km al SE de Conayca, Huancavelica - Huancavelica",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190417_20190904_234419.pdf
,,-16.02,-73.07,15,3.7,II Caraveli,"42 km al SE de Caraveli, Caraveli - Arequipa",
,,-11.8,-77.31,28,3.4,II Ancon,"16 km al O de Ancon, Lima - Lima",
,,-17.72,-69.48,174,4.5,,"65 km al Este-SE de Tarata, Tarata - Tacna",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190420_20190905_110903.pdf
,,-9.26,-79.27,32,4.6,III Chimbote,"78 km al Oeste-SO de Chimbote, Santa - Ancash",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190421_20190905_135248.pdf
,,-15.71,-72.13,10,3.5,II Huambo,"3 Km al Nor-Oeste de Huambo, Caylloma - Arequipa",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190422_20190905_223323.pdf
,,-15.66,-71.75,10,3.4,II Maca,"3 km al Sur-Este de Maca, Caylloma - Arequipa",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190423_20190906_041244.pdf
,,-15.79,-71.75,13,3.6,II Maca,"17 km al Sur de Maca, Caylloma - Arequipa",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190424_20190906_050434.pdf
,,-16.92,-71.33,35,3.7,II Omate,"40 km al Oeste-SO de Omate, General Sanchez Cerro - Moquegua",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190425_20190906_054451.pdf
,,-15.81,-71.72,10,3.4,II Maca,"19 km al Sur-SE de Maca, Caylloma - Arequipa",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190426_20190906_163226.pdf
,,-6.39,-75.73,44,4.5,,"69 km al Sur-Este de Yurimaguas, Alto Amazonas - Loreto",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190427_20190907_190250.pdf
,,-15.8,-71.75,9,3.4,II Maca,"18 km al Sur de Maca, Caylloma - Arequipa",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190428_20190908_095712.pdf
,,-15.7,-71.97,11,3.6,II Cabanaconde,"9 Km al Sur de Cabanaconde, Caylloma - Arequipa",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190429_20190910_185140.pdf
,,-18.09,-70.06,90,5,II Calana,"17 km al SE de Calana, Tacna - Tacna",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190431_20190911_145231.pdf
,,-18.53,-70.01,101,4.1,II Calana,"65 km al S de Calana, Tacna - Tacna",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190431_20190912_095704.pdf
,,-15.82,-71.74,9,3.5,II Maca,"20 km al Sur de Maca, Caylloma - Arequipa",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190432_20190915_134458.pdf
,,-15.81,-71.74,10,3.7,II Maca,"19 km al Sur de Maca, Caylloma - Arequipa",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190433_20190915_140550.pdf
,,-15.86,-71.77,7,3.4,II Maca,"24 km al Sur de Maca, Caylloma - Arequipa",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190434_20190915_145934.pdf
,,-15.8,-71.73,10,3.5,II Maca,"19 km al Sur-SE de Maca, Caylloma - Arequipa",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190435_20190916_002156.pdf
,,-3.84,-76.36,111,4.8,,"105 km al Sur de Pastaza, Alto Amazonas - Loreto",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190436_20190916_055418.pdf
,,-15.81,-71.74,9,3.7,II-III Maca,"19 km al Sur de Maca, Caylloma - Arequipa",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190437_20190916_085310.pdf
,,-15.76,-74.19,87,4.8,III Chala,"11 km al Norte-NE de Chala, Caraveli - Arequipa",
,,-16.4,-71.91,111,4.1,II Arequipa,"30 km al Oeste-SO de Yura, Arequipa - Arequipa",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190439_20190920_053348.pdf
,,-14.73,-73.72,93,4.8,III Pampamarca,"26 km al Sur-Oeste de Pampamarca, Parinacochas - Ayacucho",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190340_20190922_052823.pdf
,,-15.81,-71.74,13,3.4,II Maca,"19 km al Sur de Maca, Caylloma - Arequipa",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190441_20190923_103449.pdf
,,-12.39,-77.25,46,3.6,"II Callao, Lima",38 km al Sur-SO de Callao - Lima,https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190442_20190924_084034.pdf
,,-15.81,-71.74,12,3.6,II Maca,"19 km al Sur de Maca, Caylloma - Arequipa",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190443_20190925_181107.pdf
,,-9.98,-75.11,126,4.7,II Puerto Bermudez,"38 km al Norte-NO de Puerto Bermudez, Oxapampa - Pasco",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190444_20190925_200854.pdf
,,-15.79,-71.74,11,3.4,II Maca,"17 km al Sur de Maca, Caylloma - Arequipa",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190445_20190926_004010.pdf
,,-8.7,-77.35,17,3.6,II Piscobamba,"17 km al Norte de Piscobamba, Ancash",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190446_20190926_200921.pdf
,,-8.22,-74.42,164,5.1,"III Pucallpa, II Huánuco",20 km al Nor-Este de Pucallpa-Ucayalli,
,,-9.01,-75.09,26,4.3,,44 km al Norte-NO de Puerto Inca-Huanuco,
,,-15.42,-72.18,120,4.3,,"14 km al Nor-Este de Chachas, Castilla - Arequipa",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190449_20190927_135744.pdf
,,-15.81,-71.74,12,3.5,II Maca,"19 km al Sur de Maca, Caylloma - Arequipa",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190450_20190928_010541.pdf
,,-13.66,-76.65,25,4,II Pisco,"49 km al Oeste de Pisco, Pisco - Ica",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190451_20190928_050514.pdf
,,-15.8,-71.72,9,3.4,II Maca,"18 km al Sur-SE de Maca, Caylloma - Arequipa",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190452_20190928_063310.pdf
,,-15.32,-72.86,13,3.6,II Cotahuasi,"13 km al Sur-SE de Cotahuasi, La Unión - Arequipa",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190453_20190928_100253.pdf
,,-17.99,-71.47,30,3.9,II Ilo,"41 km al Sur-SO de Ilo, Ilo - Moquegua",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190454_20190928_111138.pdf
,,-15.63,-71.84,9,3.3,II Pinchollo,"3 km al Oeste-NO de Pinchollo, Caylloma - Arequipa",
,,-14.06,-76.09,55,4.5,II-III Ica,"40 km al Oeste de Ica, Ica - Ica",
,,-9.32,-75.18,29,4.2,II Puerto Inca,"25 km al Oeste-NO de Puerto Inca, Puerto Inca - Huanuco",
,,-5.74,-80.93,34,4.2,II Sechura,"24 km al Sur-SO de Sechura, Sechura - Piura",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190458_20191002_214257.pdf
,,-12.69,-76.84,59,3.7,II Mala,"23 km al Oeste de Mala, Cañete - Lima",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190459_20191003_071501.pdf
,,-18.65,-71.19,20,4.9,"III Tacna, Ilo","122 km al SO de Tacna, Tacna - Tacna",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190460_20191004_040227.pdf
,,-5.4,-80.88,32,3.5,II Sechura,"18 km al Norte-NO de Sechura, Sechura - Piura",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190461_20191006_050118.pdf
,,-14.32,-75.81,66,3.9,II Ica,"30 km al Sur SO de Ica, Ica - Ica",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190462_20191007_075944.pdf
,,-4.96,-81.17,28,4.2,II-III Paita,14 km al Norte-NO de Paita - Piura,https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190463_20191007_150806.pdf
,,-12.27,-77.13,53,3.6,"II Callao, Lima","23 km al Sur de Callao, Callao - Lima",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190464_20191008_052557.pdf
,,-18.15,-69.71,131,4.9,"II Calana, Tacna","51 km al SE de Calana, Tacna - Tacna",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190465_20191008_061805.pdf
,,-9.12,-75.8,30,4,"II Aguaytia, Tingo Maria","34 km al Oeste-SO de Aguaytia, Padre Abad - Ucayali",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190466_20191009_043341.pdf
,,-16.15,-73.41,51,4.3,II-III Atico,"23 km al Este-NE de Atico, Caraveli - Arequipa",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190467_20191010_172642.pdf
,,-15.65,-69.91,244,4.1,,"20 km al Oeste de Amantani, Puno - Puno",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190468_20191012_231758.pdf
,,-15.79,-71.74,12,3.5,II Maca,"17 km Sur-SE de Maca, Caylloma - Arequipa",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190469_20191013_035905.pdf
,,-5.57,-78.92,20,3.6,II Jaen,"19 km al Nor-Oeste de Jaen, Jaen - Cajamarca",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190470_20191013_123949.pdf
,,-16.4,-72.55,69,3.9,II Camaná,"30 km al NE de Camaná, Camaná - Arequipa",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190471_20191014_083452.pdf
,,-11.45,-76.69,23,3.7,II Canta,"10 km al Oeste de Canta, Canta - Lima",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190472_20191016_130418.pdf
,,-10.27,-78.87,20,4.1,II Huarmey,"82 km al Oeste-SO de Huarmey, Huarmey - Ancash",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190473_20191018_084936.pdf
,,-17.74,-69.57,172,4.4,,"58 km al Este-SE de Tarata, Tarata - Tacna",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190474_20191019_075710.pdf
,,-7.19,-80.83,19,4.5,II Pimentel,"107 km al Oeste-SO de Pimentel, Chiclayo - Lambayeque",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190475_20191019_091319.pdf
,,-15.57,-73.38,9,4.1,II Caravelí,"22 km al Norte de Caravelí, Caravelí – Arequipa.",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190476_20191020_063334.pdf
,,-3.93,-80.54,32,4,II Zorritos,"33 km al Sur-SE de Zorritos, Contralmirante Villar - Tumbes",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190477_20191020_215858.pdf
,,-15.54,-74.93,49,4.9,IV Lomas; III-IV Acarí,"10 km al Oeste - NO de Lomas, Caravelí - Arequipa",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190478_20191021_205037.pdf
,,-3.12,-80.09,50,4.7,II-III Zarumilla,47 km al Norte-NE de Zarumilla-Tumbes.,https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190480_20191022_161535.pdf
,,-7.93,-78.16,13,3.7,II Huamachuco,"18 km al Sur-Oeste de Huamachuco, Sanchez Carrión - La Libertad",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190480_20191025_021043.pdf
,,-11.86,-77.62,39,4.5,"III-IV Callao, Lima","57 km al Oeste-NO de Callao, Callao - Lima",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190481_20191025_023557.pdf
,,-4.17,-79.72,20,3.7,II Ayabaca,"53 km al Norte de Ayabaca, Ayabaca - Piura",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190482_20191026_043941.pdf
,,-14.09,-74.6,110,4.4,,"34 km al Oeste-SO de Huanca Sancos, Sancos - Ayacucho",
